,index,abv,ibu,id,name,style,brewery_id,ounces,beer_group,group_name,group_abbrev,super_class_id,class_name,Predicted_Class
356,356,0.065,45.0,1629,Rebel IPA,American IPA,300,16.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
359,359,0.049,30.0,1349,Boston Lager,Vienna Lager,300,16.0,9.0,German Lager,GL,2.0,Lager,Lager
360,360,0.049,30.0,1310,Boston Lager,Vienna Lager,300,12.0,9.0,German Lager,GL,2.0,Lager,Lager
361,361,0.053,15.0,1281,Samuel Adams Octoberfest,Märzen / Oktoberfest,300,12.0,9.0,German Lager,GL,2.0,Lager,Lager
362,362,0.053,7.0,1144,Samuel Adams Summer Ale,American Pale Wheat Ale,300,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
363,363,0.049,30.0,1143,Boston Lager,Vienna Lager,300,12.0,9.0,German Lager,GL,2.0,Lager,Lager
364,364,0.049,35.0,1395,Hazed & Infused,American Pale Ale (APA),417,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
365,365,0.057,35.0,808,Hoopla Pale Ale,American Pale Ale (APA),417,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
366,366,0.049,35.0,81,Hazed & Infused (2010),American Pale Ale (APA),417,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
367,367,0.062,80.0,2596,Heavy Lifting,American IPA,31,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
371,371,0.06,52.0,2107,Plum St. Porter,American Porter,219,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
372,372,0.057,52.0,1573,Plum St. Porter,American Porter,219,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
373,373,0.07,80.0,1289,Bozone HopZone IPA,American IPA,219,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
374,374,0.06,25.0,1288,Bozone Hefe Weizen,Hefeweizen,219,12.0,8.0,German Ale,GA,1.0,Ale,SP
376,376,0.052000000000000005,40.0,2167,Evil Owl,American Amber / Red Ale,207,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
378,378,0.042,9.0,1522,Agave Wheat,American Pale Wheat Ale,391,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
379,379,0.045,15.0,397,SummerBright Ale,American Pale Wheat Ale,391,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
380,380,0.062,68.0,193,Lucky U IPA,American IPA,391,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
381,381,0.054000000000000006,19.0,83,Avalanche Ale,American Amber / Red Ale,391,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
383,383,0.07200000000000001,60.0,1801,Last Stop IPA,American IPA,308,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
384,384,0.05,21.0,1800,Rollin Dirty Red Ale,Irish Red Ale,308,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
385,385,0.055,28.0,1799,Are Wheat There Yet?,American Pale Wheat Ale,308,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
453,453,0.05,15.0,921,Northern Lights Amber Ale,American Amber / Red Ale,493,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
454,454,0.052000000000000005,17.0,920,Polar Pale Ale,American Pale Ale (APA),493,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
456,456,0.061,64.0,648,Fairweather IPA,American IPA,493,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
457,457,0.068,47.0,1279,East India Pale Ale,English India Pale Ale (IPA),437,16.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
459,459,0.068,47.0,566,East India Pale Ale,English India Pale Ale (IPA),437,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
465,465,0.073,85.0,383,Black Adder IBA (Current),American Black Ale,530,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
467,467,0.062,42.0,28,Tule Duck Red Ale (Current),American Amber / Red Ale,530,16.0,1.0,Other Ale,OA,1.0,Ale,SP
468,468,0.057999999999999996,35.0,27,Original Orange Blossom Ale (Current),Herbed / Spiced Beer,530,16.0,1.0,Other Ale,OA,1.0,Ale,SP
469,469,0.052000000000000005,40.0,26,Black Noddy Lager (Current),Schwarzbier,530,16.0,9.0,German Lager,GL,2.0,Lager,Lager
472,472,0.06,40.0,2125,1836,American Blonde Ale,214,12.0,1.0,Other Ale,OA,1.0,Ale,SP
473,473,0.06,20.0,2124,Summer's Wit,Witbier,214,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
474,474,0.09,118.0,2123,More Cowbell,American Double / Imperial IPA,214,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
478,478,0.055,40.0,2478,Pale Alement,American Pale Ale (APA),24,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
479,479,0.099,115.0,2471,Hopkick Dropkick,American Double / Imperial IPA,24,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
482,482,0.068,16.0,2160,Joey Wheat,American Pale Wheat Ale,24,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
483,483,0.07200000000000001,86.0,2158,3:33 Black IPA,American IPA,24,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
485,485,0.055,40.0,2054,Pale Alement,American Pale Ale (APA),24,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
486,486,0.05,14.0,2196,Couch Select Lager,American Pale Lager,197,12.0,2.0,American Lager,AL,2.0,Lager,Lager
487,487,0.055999999999999994,36.0,668,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),517,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
499,499,0.053,25.0,2214,Horny Toad Cerveza,American Blonde Ale,182,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
500,500,0.063,35.0,2213,Native Amber,American Amber / Red Ale,182,16.0,1.0,Other Ale,OA,1.0,Ale,SP
501,501,0.068,100.0,1442,F5 IPA,American IPA,182,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
502,502,0.063,35.0,170,Native Amber (2013),American Amber / Red Ale,182,16.0,1.0,Other Ale,OA,1.0,Ale,SP
503,503,0.053,25.0,169,Horny Toad Cerveza (2013),American Blonde Ale,182,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
504,504,0.068,100.0,2315,Hopportunity Knocks IPA,American IPA,155,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
506,506,0.055999999999999994,55.0,1419,Caldera Pale Ale,American Pale Ale (APA),155,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
507,507,0.039,16.0,878,Lawnmower Lager,American Adjunct Lager,155,12.0,2.0,American Lager,AL,2.0,Lager,Lager
508,508,0.054000000000000006,24.0,794,Ashland Amber Ale (2009),American Amber / Red Ale,155,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
509,509,0.061,94.0,793,Caldera IPA (2009),American IPA,155,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
510,510,0.061,94.0,792,Caldera IPA (2007),American IPA,155,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
511,511,0.055999999999999994,55.0,791,Caldera Pale Ale (2010),American Pale Ale (APA),155,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
512,512,0.055999999999999994,55.0,790,Caldera Pale Ale (2009),American Pale Ale (APA),155,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
513,513,0.055999999999999994,55.0,789,Caldera Pale Ale (2005),American Pale Ale (APA),155,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
514,514,0.055999999999999994,55.0,788,Caldera Pale Ale (2007),American Pale Ale (APA),155,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
515,515,0.055999999999999994,55.0,38,Caldera Pale Ale (2011),American Pale Ale (APA),155,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
516,516,0.054000000000000006,24.0,37,Ashland Amber Ale,American Amber / Red Ale,155,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
517,517,0.061,94.0,36,Caldera IPA,American IPA,155,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
524,524,0.099,43.0,2068,Imperial Pumpkin Stout,Pumpkin Ale,230,16.0,1.0,Other Ale,OA,1.0,Ale,SP
525,525,0.09,130.0,2067,Dead-Eye DIPA,American Double / Imperial IPA,230,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
526,526,0.055,64.0,2066,Fisherman's IPA,American IPA,230,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
527,527,0.054000000000000006,35.0,2065,Fisherman's Pils,German Pilsener,230,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
528,528,0.055,30.0,2064,Fisherman's Brew,American Amber / Red Ale,230,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
529,529,0.055,35.0,1928,Cape Cod Red,American Amber / Red Ale,267,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
530,530,0.049,10.0,1927,Beach Blonde,American Blonde Ale,267,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
531,531,0.065,80.0,2227,Dark Voyage Black IPA (2013),American Black Ale,192,12.0,1.0,Other Ale,OA,1.0,Ale,IPA
532,532,0.052000000000000005,28.0,2226,Wisconsin Amber,Vienna Lager,192,12.0,9.0,German Lager,GL,2.0,Lager,Lager
533,533,0.046,18.0,2225,Lake House,Munich Helles Lager,192,12.0,9.0,German Lager,GL,2.0,Lager,Lager
534,534,0.055999999999999994,55.0,1954,Ghost Ship White IPA,American IPA,192,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
535,535,0.046,18.0,1910,Lake House,Munich Helles Lager,192,16.0,9.0,German Lager,GL,2.0,Lager,Lager
536,536,0.062,70.0,1177,Mutiny IPA,American IPA,192,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
545,545,0.059000000000000004,22.0,2255,Santa's Secret,Winter Warmer,179,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
548,548,0.099,100.0,2094,Epitome,American Black Ale,222,16.0,1.0,Other Ale,OA,1.0,Ale,SP
549,549,0.039,9.0,1941,Monkey Chased the Weasel,Berliner Weissbier,222,16.0,8.0,German Ale,GA,1.0,Ale,Lager
550,550,0.078,80.0,1940,077XX,American Double / Imperial IPA,222,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
551,551,0.042,35.0,1439,Boat Beer,American IPA,222,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Lager
561,561,0.048,16.0,1882,Whitecap Wit,Witbier,285,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
562,562,0.078,16.0,1881,Seiche Scottish Ale,Scottish Ale,285,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
565,565,0.085,90.0,2600,Gone A-Rye,American Double / Imperial IPA,29,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
567,567,0.068,70.0,2052,Dankosaurus,American IPA,29,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
568,568,0.051,35.0,1584,Scruffy's Smoked Alt,Smoked Beer,29,16.0,9.0,German Lager,GL,2.0,Lager,Lager
569,569,0.051,36.0,1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),29,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
570,570,0.05,18.0,1050,The Lawn Ranger,Cream Ale,29,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
573,573,0.05,40.0,2377,Main St. Virginia Ale,Altbier,122,12.0,9.0,German Lager,GL,2.0,Lager,Lager
574,574,0.045,24.0,1839,Chin Music Amber Lager,American Amber / Red Lager,122,12.0,2.0,American Lager,AL,2.0,Lager,Lager
575,575,0.05,40.0,1248,Main St. Virginia Ale,Altbier,122,12.0,9.0,German Lager,GL,2.0,Lager,Lager
576,576,0.052000000000000005,42.0,1247,Ray Ray's Pale Ale,American Pale Ale (APA),122,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
577,577,0.051,15.0,1649,Chai Ale,Herbed / Spiced Beer,350,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
578,578,0.07200000000000001,85.0,1648,Lucky Day IPA,American IPA,350,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
579,579,0.095,99.0,1647,Terrace Hill Double IPA,American Double / Imperial IPA,350,16.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
580,580,0.075,77.0,1646,Catch 23,American Black Ale,350,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
582,582,0.06,45.0,2056,Black Me Stout,American Stout,236,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
583,583,0.05,22.0,2055,Killer Kolsch,Kölsch,236,12.0,9.0,German Lager,GL,2.0,Lager,Lager
584,584,0.07,65.0,1933,Missile IPA,American IPA,236,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
586,586,0.065,8.0,2018,Ale Cider,Fruit / Vegetable Beer,250,16.0,1.0,Other Ale,OA,1.0,Ale,SP
587,587,0.055,30.0,2017,Pail Ale,American Pale Ale (APA),250,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
589,589,0.08,69.0,2080,8 Barrel,American Strong Ale,226,16.0,5.0,Pale Ale,PA,1.0,Ale,IPA
590,590,0.055,40.0,2079,Oktoberfest,Märzen / Oktoberfest,226,16.0,9.0,German Lager,GL,2.0,Lager,Lager
591,591,0.057,58.0,2380,IPA #11,American IPA,121,16.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
592,592,0.057,10.0,2379,Blood Orange Honey,Fruit / Vegetable Beer,121,16.0,1.0,Other Ale,OA,1.0,Ale,SP
594,594,0.08900000000000001,126.0,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,99,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
595,595,0.049,29.0,567,Churchkey Pilsner Style Beer,American Pilsner,526,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
598,598,0.055,25.0,2349,Cubano Espresso,Bock,141,12.0,9.0,German Lager,GL,2.0,Lager,Lager
599,599,0.062,65.0,2014,Operation Homefront,American IPA,141,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
600,600,0.08199999999999999,65.0,2013,Wandering Pelican,American Black Ale,141,12.0,1.0,Other Ale,OA,1.0,Ale,IPA
605,605,0.07,60.0,1726,Hopped on the High Seas (Hop #529),American IPA,141,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
606,606,0.07,60.0,1725,Hopped on the High Seas (Calypso),American IPA,141,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
608,608,0.07,60.0,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,141,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
609,609,0.07,60.0,1693,Hopped on the High Seas (Citra),American IPA,141,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
610,610,0.07,60.0,1692,Hopped on the High Seas (Ahtanum),American IPA,141,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
613,613,0.075,70.0,1142,Humidor Series India Pale Ale,American IPA,141,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
614,614,0.075,70.0,1141,Jai Alai IPA Aged on White Oak,American IPA,141,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
615,615,0.08,65.0,1140,José Martí American Porter,American Porter,141,12.0,4.0,Stout/Porter,SP,3.0,SP,IPA
617,617,0.055,25.0,1138,Maduro Brown Ale,English Brown Ale,141,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
618,618,0.055,25.0,571,Maduro Brown Ale,American Brown Ale,141,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
620,620,0.07200000000000001,75.0,569,Tocobaga Red Ale,American Amber / Red Ale,141,12.0,1.0,Other Ale,OA,1.0,Ale,IPA
621,621,0.075,70.0,546,Jai Alai IPA,American IPA,141,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
622,622,0.05,18.0,545,Florida Cracker Belgian Wit,Witbier,141,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
630,630,0.067,60.0,1772,Jacaranada Rye IPA,American IPA,320,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
631,631,0.06,75.0,1393,Cascadian Dark Ale,American Black Ale,418,12.0,1.0,Other Ale,OA,1.0,Ale,IPA
632,632,0.044000000000000004,13.0,893,Wheat the People,American Pale Wheat Ale,418,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
633,633,0.047,17.0,1407,Tybee Island Blonde,American Blonde Ale,415,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
634,634,0.062,55.0,1406,Savannah Brown Ale,American Brown Ale,415,12.0,1.0,Other Ale,OA,1.0,Ale,SP
635,635,0.046,11.0,2438,Rhode Island Blueberry,Kölsch,101,12.0,9.0,German Lager,GL,2.0,Lager,Lager
636,636,0.065,75.0,2437,Newport Storm IPA,American IPA,101,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
637,637,0.052000000000000005,24.0,751,Hurricane Amber Ale (2004),American Amber / Red Ale,101,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
638,638,0.052000000000000005,24.0,120,Hurricane Amber Ale,American Amber / Red Ale,101,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
640,640,0.068,75.0,970,Des Moines IPA,American IPA,482,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
641,641,0.048,22.0,969,Capital Gold Golden Lager,German Pilsener,482,16.0,11.0,Pilsner,PL,2.0,Lager,Lager
642,642,0.055999999999999994,21.0,968,Farmer John's Multi-Grain Ale,American Blonde Ale,482,16.0,1.0,Other Ale,OA,1.0,Ale,SP
650,650,0.075,29.0,659,Crabtree Oatmeal Stout,Oatmeal Stout,515,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
651,651,0.077,71.0,556,Eclipse Black IPA,American Black Ale,515,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
652,652,0.06,46.0,2538,Neomexicanus Native,American Pale Ale (APA),63,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
653,653,0.075,25.0,2355,Old Soul,Belgian Strong Pale Ale,63,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
657,657,0.052000000000000005,15.0,685,Lava Lake Wit,Witbier,63,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
659,659,0.052000000000000005,25.0,356,Crazy Mountain Amber Ale,American Amber / Red Ale,63,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
660,660,0.065,65.0,2029,Tropicalia,American IPA,247,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
662,662,0.049,25.0,2293,Aviator Raspberry Blonde,American Blonde Ale,169,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
672,672,0.06,31.0,1057,South Ridge Amber Ale,American Amber / Red Ale,472,16.0,1.0,Other Ale,OA,1.0,Ale,SP
673,673,0.052000000000000005,23.0,681,Summertime Ale,Kölsch,472,16.0,9.0,German Lager,GL,2.0,Lager,Lager
681,681,0.05,15.0,1809,The Tradition,American Blonde Ale,227,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
682,682,0.053,11.0,1263,El Hefe Speaks,Hefeweizen,227,12.0,8.0,German Ale,GA,1.0,Ale,Lager
684,684,0.092,115.0,851,On the Wings of Armageddon,American Double / Imperial IPA,227,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
685,685,0.065,80.0,186,The Corruption,American IPA,227,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
694,694,0.063,37.0,1746,Dead Armadillo Amber Ale,American Amber / Red Ale,330,12.0,1.0,Other Ale,OA,1.0,Ale,SP
696,696,0.075,33.0,2251,Oak Cliff Coffee Ale,American Brown Ale,127,12.0,1.0,Other Ale,OA,1.0,Ale,SP
697,697,0.085,100.0,2166,Dream Crusher Double IPA,American Double / Imperial IPA,127,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
700,700,0.048,25.0,1202,Farmhouse Wit,Saison / Farmhouse Ale,127,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
702,702,0.052000000000000005,23.0,946,Dallas Blonde,American Blonde Ale,127,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
703,703,0.07,70.0,943,Deep Ellum IPA,American IPA,127,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
704,704,0.045,44.0,1886,Thrasher Session India Pale Ale,American IPA,283,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
705,705,0.05,16.0,1885,Gutch English Style Mild Ale,English Pale Mild Ale,283,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
706,706,0.059000000000000004,55.0,1213,Chuli Stout,Irish Dry Stout,453,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
707,707,0.055999999999999994,46.0,1159,Mother Ale,American Blonde Ale,453,12.0,1.0,Other Ale,OA,1.0,Ale,Ale
708,708,0.065,71.0,947,Twister Creek India Pale Ale,American IPA,453,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
709,709,0.057999999999999996,46.0,929,Single Engine Red,Irish Red Ale,453,12.0,1.0,Other Ale,OA,1.0,Ale,SP
712,712,0.05,40.0,1210,Mirror Pond Pale Ale,American Pale Ale (APA),454,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
713,713,0.052000000000000005,16.0,2550,Weissenheimer,Hefeweizen,57,12.0,8.0,German Ale,GA,1.0,Ale,Lager
714,714,0.049,22.0,2505,Abbey's Single (2015- ),Abbey Single Ale,57,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
715,715,0.063,76.0,2025,Vertex IPA,American IPA,57,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
716,716,0.05,12.0,2021,Here Gose Nothin',Gose,57,12.0,8.0,German Ale,GA,1.0,Ale,Lager
718,718,0.096,85.0,1888,Hoperation Overload,American Double / Imperial IPA,57,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
719,719,0.049,22.0,1887,Abbey's Single Ale (Current),Abbey Single Ale,57,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
720,720,0.044000000000000004,45.0,2051,Bravo Four Point,American Pale Ale (APA),237,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
721,721,0.052000000000000005,26.0,1201,Striped Bass Pale Ale,American Pale Ale (APA),237,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
722,722,0.054000000000000006,27.0,924,Deadicated Amber,American Amber / Red Ale,491,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
724,724,0.071,85.0,730,California Sunshine Rye IPA,American IPA,491,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
725,725,0.07400000000000001,12.0,647,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
727,727,0.065,72.0,1795,Filthy Hoppin' IPA,American IPA,311,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
737,737,0.066,100.0,881,Hop Abomination,American IPA,496,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
738,738,0.051,17.0,880,Apricot Blonde,Fruit / Vegetable Beer,496,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
739,739,0.043,12.0,872,Dry Dock Hefeweizen,Hefeweizen,496,12.0,8.0,German Ale,GA,1.0,Ale,Lager
740,740,0.057999999999999996,49.0,871,Dry Dock Amber Ale,American Amber / Red Ale,496,12.0,1.0,Other Ale,OA,1.0,Ale,SP
741,741,0.061,64.0,1685,Category 3 IPA,American IPA,340,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
742,742,0.045,18.0,457,Dundee Summer Wheat Beer,American Pale Wheat Ale,538,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
744,744,0.078,74.0,1382,Crank Yanker IPA,American IPA,369,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
749,749,0.078,74.0,395,Crank Yanker IPA (2011),American IPA,369,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
751,751,0.049,25.0,673,Dottie Seattle Lager,American Amber / Red Lager,516,16.0,2.0,American Lager,AL,2.0,Lager,Lager
758,758,0.043,60.0,2292,Little Sister India Style Session Ale,American IPA,170,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
759,759,0.062,80.0,1504,Country Boy IPA,American IPA,170,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
760,760,0.049,23.0,2604,Blonde Czich,American Blonde Ale,26,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
761,761,0.07,61.0,2432,White Reaper,Belgian IPA,26,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
765,765,0.054000000000000006,48.0,1967,General George Patton Pilsner,Czech Pilsener,26,16.0,11.0,Pilsner,PL,2.0,Lager,Ale
771,771,0.05,32.0,1722,Iron Horse Pale Ale,American Pale Ale (APA),335,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
772,772,0.045,19.0,1435,Stone's Throw IPA,Scottish Ale,335,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
773,773,0.067,70.0,1434,Wood Chipper India Pale Ale,American IPA,335,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
774,774,0.063,55.0,2089,Trail Head,American Pale Ale (APA),224,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
775,775,0.07,80.0,2088,Hop Stalker Fresh Hop IPA,American IPA,224,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
776,776,0.07,58.0,1455,Sudice American Stout,American Stout,405,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
777,777,0.05,20.0,1454,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
779,779,0.05,20.0,1452,Laimas Kölsch Style Ale,Kölsch,405,16.0,9.0,German Lager,GL,2.0,Lager,Lager
780,780,0.07,70.0,1451,Moirai India Pale Ale,American IPA,405,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
781,781,0.075,53.0,2191,Loki Red Ale,American Amber / Red Ale,201,16.0,1.0,Other Ale,OA,1.0,Ale,SP
784,784,0.075,53.0,895,Loki Red Ale (2013),American Amber / Red Ale,201,16.0,1.0,Other Ale,OA,1.0,Ale,SP
789,789,0.08199999999999999,80.0,1929,Second Fiddle,American Double / Imperial IPA,172,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
790,790,0.055,30.0,1858,Hodad Porter,American Porter,172,16.0,4.0,Stout/Porter,SP,3.0,SP,Lager
792,792,0.055,45.0,2590,Czech Yo Self,Czech Pilsener,36,12.0,11.0,Pilsner,PL,2.0,Lager,Ale
793,793,0.048,20.0,1968,FMB 101,Kölsch,36,12.0,9.0,German Lager,GL,2.0,Lager,Lager
795,795,0.08,80.0,1664,Sobek & Set,American Black Ale,256,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
797,797,0.05,22.0,1662,Wet Hot American Wheat Ale,American Pale Wheat Ale,256,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
799,799,0.08,72.0,935,Fascist Pig Ale,American Amber / Red Ale,256,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
804,804,0.045,47.0,2569,Easy Jack,American IPA,48,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
805,805,0.075,75.0,2463,Union Jack,American IPA,48,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
808,808,0.047,20.0,1733,805,American Blonde Ale,48,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
810,810,0.05,27.0,2284,Hinchtown Hammer Down,American Blonde Ale,16,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
811,811,0.06,104.0,1610,Half Cycle IPA,American IPA,16,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
